"Order","Price","LotFrontage","LotArea","LotConfig","HouseStyle","Quality","Condition","YearBuilt","YearRemodel","ExteriorQ","ExteriorC","Foundation","BasementHt","BasementC","BasementFin","BasementFinSF","BasementUnFinSF","BasementSF","Heating","HeatingQC","CentralAir","FirstSF","SecondSF","GroundSF","BasementFBath","BasementHBath","FullBath","HalfBath","Bedroom","KitchenQ","TotalRooms","Fireplaces","GarageType","GarageCars","GarageSF","GarageQ","GarageC","WoodDeckSF","OpenPorchSF","EnclosedPorchSF","ScreenPorchSF"
2129,235.5,47,10820,"CulDSac","2Story",7,5,1999,1999,"Gd","TA","PConc","Gd","TA","GLQ",342,646,988,"GasA","Ex","Y",988,885,1873,0,0,2,1,3,"Gd",7,1,"Attchd",2,597,"TA","TA",202,123,0,0
434,582.933,107,13891,"Inside","2Story",9,5,2008,2009,"Ex","TA","PConc","Ex","TA","Unf",0,1734,1734,"GasA","Ex","Y",1734,1088,2822,0,0,3,1,4,"Ex",12,1,"BuiltIn",3,1020,"TA","TA",52,170,0,192
950,215,71,12209,"CulDSac","2Story",6,5,2001,2002,"TA","TA","PConc","Ex","TA","ALQ",690,114,804,"GasA","Ex","Y",804,1157,1961,1,0,2,1,3,"Gd",7,1,"BuiltIn",2,560,"TA","TA",125,192,0,0
2330,457.347,59,16023,"CulDSac","2Story",9,5,2005,2006,"Gd","Ex","PConc","Ex","TA","GLQ",1218,180,1398,"GasA","Ex","Y",1414,1384,2798,1,0,3,1,3,"Ex",11,1,"BuiltIn",3,670,"TA","TA",182,37,0,0
536,143.5,63,7500,"Inside","1Story",6,5,2004,2004,"TA","TA","PConc","Gd","TA","Unf",0,1158,1158,"GasA","Ex","Y",1158,0,1158,0,0,1,1,3,"Gd",5,0,"None",0,0,"None","None",0,50,0,0
2201,175,60,7200,"Corner","1.5Fin",5,7,1937,1950,"TA","TA","BrkTil","Gd","TA","ALQ",569,162,731,"GasA","Ex","Y",981,787,1768,1,0,1,1,3,"Gd",7,2,"Detchd",1,240,"TA","TA",0,0,264,0
1825,145,84,7476,"Corner","1Story",5,7,1968,1968,"TA","TA","CBlock","TA","TA","Rec",812,228,1040,"GasA","TA","Y",1040,0,1040,1,0,1,1,3,"TA",5,0,"Detchd",2,686,"TA","TA",188,0,0,0
1382,130,57,9764,"FR2","1Story",5,7,1967,2003,"TA","TA","CBlock","TA","TA","BLQ",702,192,894,"GasA","Ex","Y",894,0,894,1,0,1,0,3,"Gd",5,0,"Attchd",2,450,"TA","TA",0,0,0,0
1475,186.5,75,9750,"Inside","1Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","GLQ",24,1421,1445,"GasA","Ex","Y",1445,0,1445,0,0,2,0,3,"Gd",6,0,"Attchd",2,470,"TA","TA",0,35,0,0
233,260,0,23595,"Inside","1Story",7,6,1979,1979,"Gd","TA","PConc","Gd","TA","GLQ",1258,74,1332,"GasA","TA","Y",1332,192,1524,2,0,0,1,0,"Gd",4,1,"Attchd",2,586,"TA","TA",268,0,0,0
2302,124.5,76,8314,"Corner","1Story",5,7,1982,1982,"TA","TA","CBlock","TA","TA","ALQ",546,270,816,"GasA","TA","Y",816,0,816,0,0,1,0,2,"TA",5,0,"Attchd",1,264,"TA","TA",168,0,0,0
245,178,77,9206,"Inside","2Story",6,5,1985,1985,"Gd","TA","CBlock","Gd","TA","Unf",0,741,741,"GasA","TA","Y",977,755,1732,0,0,2,1,3,"Gd",7,1,"Attchd",2,476,"TA","TA",192,46,0,0
2683,110.5,50,6000,"Inside","1Story",6,6,1925,1980,"TA","Gd","BrkTil","TA","TA","BLQ",397,706,1103,"GasA","Gd","Y",1103,0,1103,0,0,1,0,2,"Gd",5,1,"Detchd",2,440,"TA","TA",166,120,0,0
1638,591.587,52,51974,"CulDSac","1Story",9,5,2006,2007,"Ex","TA","PConc","Ex","TA","GLQ",1101,1559,2660,"GasA","Ex","Y",2338,0,2338,1,0,2,1,4,"Gd",8,2,"Attchd",3,1110,"Gd","TA",0,135,0,322
543,224.243,61,7328,"Inside","1Story",7,5,2008,2009,"Gd","TA","PConc","Gd","TA","Unf",0,1450,1450,"GasA","Ex","Y",1450,0,1450,0,0,2,0,2,"Gd",6,0,"Attchd",3,788,"TA","TA",0,93,0,0
1549,120.5,71,6900,"Inside","1Story",5,6,1940,1955,"TA","TA","CBlock","TA","TA","ALQ",403,212,740,"GasA","Ex","Y",778,0,778,0,0,1,0,2,"TA",4,1,"Detchd",1,924,"Ex","Ex",0,25,0,0
2156,240,80,10000,"Inside","2Story",8,5,1995,1996,"Gd","TA","PConc","Gd","TA","GLQ",1079,141,1220,"GasA","Ex","Y",1220,870,2090,1,0,2,1,3,"Gd",8,1,"Attchd",2,556,"TA","TA",0,65,0,0
281,90,64,6410,"Inside","1Story",4,5,1958,1958,"TA","TA","CBlock","TA","TA","Unf",0,960,960,"GasA","Ex","Y",960,0,960,0,0,1,0,3,"TA",5,0,"None",0,0,"None","None",0,0,0,0
2378,144,24,2179,"Inside","2Story",6,5,1976,1976,"TA","TA","CBlock","Gd","TA","ALQ",70,785,855,"GasA","Gd","Y",855,601,1456,0,0,2,1,3,"TA",6,1,"Attchd",2,460,"TA","TA",0,28,0,0
871,203,73,11883,"Inside","1Story",7,5,1996,1996,"Gd","TA","PConc","Gd","TA","GLQ",690,814,1504,"GasA","Ex","Y",1504,0,1504,1,0,2,0,3,"Gd",6,1,"Attchd",2,478,"TA","TA",115,66,0,0
2663,144,65,8850,"Corner","2.5Unf",7,6,1916,1950,"TA","TA","BrkTil","TA","TA","Unf",0,815,815,"GasA","Ex","Y",815,875,1690,0,0,1,0,3,"TA",7,1,"Detchd",1,225,"TA","TA",0,0,330,0
2551,151.5,80,10800,"Inside","1Story",5,7,1960,1960,"TA","TA","CBlock","TA","TA","ALQ",632,616,1248,"GasA","Ex","Y",1248,0,1248,1,0,1,0,3,"TA",6,0,"Attchd",1,286,"TA","TA",0,0,0,0
171,96.5,55,8800,"Corner","1.5Fin",4,7,1910,2004,"TA","TA","BrkTil","TA","Fa","Unf",0,576,576,"GasA","Gd","Y",792,348,1140,0,0,1,0,3,"TA",7,0,"None",0,0,"None","None",0,160,0,0
1993,114,35,4571,"Inside","2Story",5,7,1910,1950,"TA","TA","BrkTil","TA","TA","BLQ",168,448,616,"GasA","Ex","Y",616,616,1232,0,0,1,0,3,"TA",6,0,"Detchd",2,480,"Fa","Fa",280,0,143,0
2850,160,43,7000,"Inside","2Story",7,8,1926,1997,"TA","TA","BrkTil","TA","TA","ALQ",424,200,624,"GasA","Ex","Y",743,736,1479,1,0,1,0,3,"Gd",6,2,"Detchd",1,312,"TA","TA",530,0,56,0
2172,122,74,16287,"Inside","1.5Fin",5,6,1925,1950,"TA","Gd","CBlock","TA","TA","ALQ",130,666,901,"GasA","TA","Y",901,450,1351,1,0,1,0,3,"TA",7,1,"Detchd",2,576,"TA","TA",0,0,43,100
2128,204.75,69,9337,"Inside","2Story",6,5,1997,1997,"TA","Gd","PConc","Gd","TA","GLQ",648,176,824,"GasA","Ex","Y",905,881,1786,1,0,2,1,3,"Gd",7,0,"Attchd",2,684,"TA","TA",0,162,0,0
79,125,50,7175,"Inside","1Story",6,5,1984,1984,"TA","TA","CBlock","Gd","TA","ALQ",623,0,744,"GasA","TA","Y",752,0,752,1,0,1,0,2,"TA",4,0,"Attchd",1,264,"TA","TA",353,0,0,90
695,103.5,57,10307,"Inside","2Story",6,5,1910,1950,"TA","TA","CBlock","TA","TA","LwQ",633,339,972,"GasA","Gd","N",972,972,1944,1,0,2,0,4,"TA",12,0,"Detchd",2,324,"Fa","TA",0,28,169,0
2695,125.5,60,7200,"Corner","1.5Fin",5,6,1938,1995,"TA","TA","CBlock","TA","TA","Unf",0,803,803,"GasA","Ex","Y",803,557,1360,0,0,1,1,2,"Gd",6,0,"Detchd",1,297,"TA","TA",0,65,190,0
1742,172.5,53,3922,"Inside","1Story",7,5,2006,2007,"Gd","TA","PConc","Ex","TA","Unf",0,1258,1258,"GasA","Ex","Y",1258,0,1258,0,0,2,0,2,"Gd",6,1,"Attchd",3,648,"TA","TA",144,16,0,0
862,133,70,8445,"Corner","SFoyer",5,7,1972,2007,"TA","TA","CBlock","Gd","TA","GLQ",656,112,768,"GasA","TA","Y",768,0,768,1,0,1,0,2,"TA",5,0,"Detchd",2,396,"TA","TA",58,0,0,0
244,84.9,60,11100,"Inside","1Story",4,7,1946,2006,"TA","TA","CBlock","None","None","None",0,0,0,"GasA","Ex","Y",930,0,930,0,0,1,0,2,"Gd",6,0,"Detchd",1,308,"TA","TA",0,0,0,0
1897,181.9,0,14585,"CulDSac","1Story",6,6,1960,1987,"TA","TA","CBlock","TA","TA","BLQ",594,331,1144,"GasA","Ex","Y",1429,0,1429,0,1,1,0,3,"Gd",7,2,"Attchd",2,572,"TA","TA",216,110,0,0
1727,200,48,3242,"Inside","1Story",7,5,2003,2003,"Gd","TA","PConc","Gd","TA","GLQ",1000,405,1405,"GasA","Ex","Y",1405,0,1405,1,0,2,0,2,"Gd",6,1,"Attchd",2,478,"TA","TA",136,36,0,0
2775,217,79,9236,"Inside","1Story",6,5,1997,1997,"TA","Gd","PConc","Gd","TA","GLQ",1200,279,1479,"GasA","Ex","Y",1494,0,1494,1,0,2,0,3,"Gd",6,0,"Attchd",2,576,"TA","TA",168,27,0,0
892,320,86,13286,"Inside","1Story",9,5,2007,2008,"Ex","TA","PConc","Ex","TA","GLQ",1234,464,1698,"GasA","Ex","Y",1698,0,1698,1,0,2,0,3,"Ex",8,1,"Attchd",3,768,"TA","TA",327,64,0,0
875,191,70,8750,"Inside","2Story",7,5,1996,1996,"Gd","TA","PConc","Gd","TA","Unf",0,880,880,"GasA","Ex","Y",909,807,1716,0,0,2,1,2,"Gd",7,1,"Attchd",2,512,"TA","TA",0,120,0,0
1357,160,57,8094,"Inside","2.5Unf",6,8,1910,1983,"TA","TA","PConc","TA","TA","Rec",196,1046,1242,"GasA","Gd","Y",1242,742,1984,0,0,2,0,5,"TA",8,0,"Detchd",1,360,"TA","TA",64,0,180,0
3,172,81,14267,"Corner","1Story",6,6,1958,1958,"TA","TA","CBlock","TA","TA","ALQ",923,406,1329,"GasA","TA","Y",1329,0,1329,0,0,1,1,3,"Gd",6,0,"Attchd",1,312,"TA","TA",393,36,0,0
2187,98.5,52,8741,"Inside","1Story",5,6,1946,1950,"TA","TA","CBlock","TA","TA","Unf",0,1195,1195,"GasA","TA","N",1195,0,1195,0,0,2,0,4,"TA",8,0,"None",0,0,"None","None",118,0,0,0
168,192,80,9760,"Inside","1Story",6,7,1963,1984,"TA","TA","CBlock","TA","TA","BLQ",717,415,1395,"GasA","TA","Y",1395,0,1395,1,0,1,0,2,"TA",7,1,"Attchd",2,440,"TA","TA",657,0,113,240
1623,180,0,8637,"Inside","2Story",6,5,1999,2000,"TA","TA","PConc","Gd","TA","ALQ",871,52,923,"GasA","Gd","Y",947,767,1714,1,0,2,1,3,"TA",7,1,"Attchd",2,451,"TA","TA",256,48,0,0
791,60,68,9571,"Inside","1Story",5,3,1958,1958,"TA","Fa","CBlock","TA","Fa","Unf",0,1276,1276,"GasA","TA","Y",1276,0,1276,0,0,1,0,3,"TA",5,0,"Attchd",1,350,"TA","TA",0,0,0,0
1698,380,105,13693,"Inside","2Story",9,5,2006,2006,"Ex","TA","PConc","Gd","TA","Unf",0,2153,2153,"GasA","Ex","Y",2069,574,2643,0,0,2,1,3,"Ex",9,1,"BuiltIn",3,694,"TA","TA",414,84,0,0
1734,203,88,12216,"Corner","1Story",6,5,2005,2005,"TA","TA","PConc","Gd","TA","GLQ",918,408,1326,"GasA","Ex","Y",1326,0,1326,1,0,2,0,3,"Gd",6,0,"Attchd",2,388,"TA","TA",120,23,0,0
789,127.5,73,9855,"Corner","1Story",6,5,1956,1956,"TA","TA","CBlock","TA","TA","Unf",0,1436,1436,"GasA","Fa","Y",1689,0,1689,0,0,1,0,3,"TA",7,1,"Attchd",2,480,"TA","TA",0,0,0,0
1489,147.5,75,9937,"Inside","1Story",5,6,1965,1965,"Gd","TA","CBlock","TA","TA","BLQ",830,136,1256,"GasA","Gd","Y",1256,0,1256,1,0,1,1,3,"TA",6,0,"Attchd",1,276,"TA","TA",736,68,0,0
428,398.8,95,12350,"Inside","2Story",9,5,2009,2009,"Gd","TA","PConc","Ex","TA","GLQ",986,379,1365,"GasA","Ex","Y",1365,1325,2690,1,0,2,1,3,"Ex",8,1,"Attchd",3,864,"TA","TA",0,197,0,0
1030,159.9,80,10400,"Inside","1Story",6,5,1976,1976,"TA","TA","CBlock","TA","TA","Unf",0,1444,1444,"GasA","TA","Y",1444,0,1444,0,0,2,0,2,"TA",5,1,"Attchd",2,473,"TA","TA",0,24,0,0
2657,64,48,5747,"Inside","1Story",3,4,1920,1950,"TA","TA","PConc","TA","TA","Unf",0,798,798,"GasA","Gd","Y",840,0,840,0,0,1,0,2,"Fa",5,0,"Detchd",1,250,"TA","Fa",112,0,0,0
2367,83,21,1953,"Inside","2Story",6,5,1973,1973,"TA","TA","CBlock","TA","Fa","BLQ",309,174,483,"GasA","TA","Y",483,504,987,0,0,1,1,2,"TA",5,0,"Detchd",1,264,"TA","TA",72,0,0,0
761,116,60,10320,"Inside","2Story",6,7,1915,1965,"TA","Gd","CBlock","TA","TA","Rec",276,160,698,"GasA","Ex","Y",754,649,1403,1,0,1,1,3,"TA",7,0,"Detchd",1,308,"TA","TA",0,0,288,0
203,149.5,57,8094,"Inside","1.5Fin",4,5,1915,1950,"TA","Fa","CBlock","TA","TA","Unf",0,888,888,"GasA","Ex","Y",888,1074,1962,0,0,1,1,4,"TA",9,1,"Detchd",2,572,"TA","TA",160,0,364,0
1652,148,0,10395,"FR2","SLvl",6,6,1978,1978,"TA","TA","CBlock","Gd","TA","ALQ",605,427,1032,"GasA","TA","Y",1032,0,1032,0,1,2,0,3,"TA",6,1,"Attchd",2,564,"TA","TA",0,0,0,0
46,224,44,6371,"Inside","1Story",7,5,2009,2010,"Gd","TA","PConc","Gd","TA","GLQ",733,625,1358,"GasA","Ex","Y",1358,0,1358,1,0,2,0,2,"Gd",6,1,"Attchd",2,484,"TA","TA",192,35,0,0
1793,221.3,75,8778,"Inside","2Story",8,5,2006,2006,"Gd","TA","PConc","Gd","TA","Unf",0,1302,1302,"GasA","Ex","Y",1302,528,1830,0,0,2,1,3,"Gd",7,0,"BuiltIn",3,859,"TA","TA",0,40,0,0
2851,138.887,96,13132,"Inside","2Story",5,5,1914,1950,"TA","TA","BrkTil","Gd","TA","Unf",0,747,747,"GasA","Gd","Y",892,892,1784,0,0,1,1,4,"TA",9,0,"Detchd",1,180,"Fa","Fa",203,40,0,0
2794,275,0,14781,"CulDSac","1Story",8,5,2001,2002,"Gd","TA","PConc","Gd","TA","Unf",0,1753,1753,"GasA","Ex","Y",1787,0,1787,0,0,2,0,3,"Gd",7,1,"Attchd",3,748,"TA","TA",198,150,0,0
2637,107,57,9906,"Inside","2Story",4,4,1925,1950,"TA","TA","CBlock","TA","TA","Unf",0,686,686,"GasA","Fa","N",810,518,1328,0,0,1,0,3,"TA",8,0,"Detchd",1,210,"TA","TA",0,172,60,0
1988,110.5,40,3880,"Inside","1Story",5,9,1945,1997,"TA","Gd","CBlock","TA","TA","ALQ",329,357,686,"GasA","Gd","Y",866,0,866,0,0,1,0,2,"Gd",4,0,"None",0,0,"None","None",58,42,0,0
364,225,0,10762,"CulDSac","2Story",7,5,1999,1999,"Gd","TA","PConc","Gd","TA","GLQ",694,284,978,"GasA","Ex","Y",1005,978,1983,0,0,2,1,3,"Gd",9,1,"Attchd",2,490,"TA","TA",0,0,0,0
540,159,63,13072,"Inside","1Story",7,5,2004,2005,"Gd","TA","PConc","Gd","TA","Unf",0,1114,1114,"GasA","Ex","Y",1114,0,1114,0,0,1,1,3,"Gd",6,0,"Detchd",2,576,"TA","TA",248,102,0,0
510,287.09,78,9262,"Inside","1Story",8,5,2008,2009,"Gd","TA","PConc","Gd","TA","Unf",0,1573,1573,"GasA","Ex","Y",1578,0,1578,0,0,2,0,3,"Ex",7,1,"Attchd",3,840,"TA","TA",0,36,0,0
1008,185,0,14067,"FR3","2Story",6,5,1991,1991,"TA","TA","PConc","Gd","TA","ALQ",504,332,836,"GasA","Gd","Y",851,858,1709,1,0,2,1,3,"Gd",7,0,"Attchd",2,416,"TA","TA",0,40,0,0
502,260,90,9900,"Inside","2Story",7,5,1993,1993,"Gd","TA","PConc","Gd","TA","GLQ",987,360,1347,"GasA","Ex","Y",1372,1274,2646,1,0,2,1,4,"Gd",9,1,"Attchd",3,656,"TA","TA",340,60,144,0
1699,250,98,11428,"Inside","1Story",8,5,2006,2006,"Gd","TA","PConc","Gd","TA","Unf",0,1626,1626,"GasA","Ex","Y",1634,0,1634,0,0,2,0,3,"Gd",7,1,"Attchd",3,866,"TA","TA",0,44,0,0
752,179.9,68,9928,"Inside","2Story",7,8,1915,1994,"TA","Gd","BrkTil","TA","TA","Unf",0,672,672,"GasA","Fa","Y",1272,672,1944,0,0,2,0,3,"TA",8,0,"Detchd",1,216,"TA","TA",24,28,0,0
1305,107.9,50,6000,"Corner","1Story",4,7,1954,2000,"TA","TA","CBlock","TA","TA","Unf",0,901,901,"GasA","Ex","Y",901,0,901,0,0,1,0,2,"TA",4,0,"Detchd",1,281,"Fa","TA",0,0,0,0
110,230,80,8000,"Inside","1Story",7,5,2002,2002,"Gd","TA","PConc","Gd","TA","GLQ",833,659,1492,"GasA","Ex","Y",1492,0,1492,1,0,2,0,3,"Gd",6,1,"Attchd",2,596,"TA","TA",277,137,0,0
1765,410,89,10557,"Inside","2Story",9,5,1998,1998,"Gd","TA","PConc","Ex","TA","GLQ",672,736,1408,"GasA","Ex","Y",1671,1407,3078,1,0,2,1,4,"Gd",9,1,"Attchd",3,806,"TA","TA",108,87,0,0
2297,138,50,6723,"Inside","SFoyer",5,7,1971,1971,"TA","TA","CBlock","Gd","TA","GLQ",796,0,796,"GasA","TA","Y",796,0,796,0,1,1,0,2,"TA",5,0,"None",0,0,"None","None",129,0,0,0
1471,208.9,75,13125,"Inside","1Story",6,5,1997,1998,"TA","TA","PConc","Gd","TA","GLQ",994,484,1478,"GasA","Ex","Y",1493,0,1493,1,0,2,0,3,"Gd",7,1,"Attchd",2,508,"TA","TA",140,39,0,0
361,178,0,9636,"Corner","2Story",6,5,1992,1993,"TA","TA","PConc","Gd","TA","Unf",0,808,808,"GasA","Gd","Y",808,785,1593,0,0,2,1,3,"TA",7,1,"BuiltIn",2,389,"TA","TA",342,40,0,0
1027,146.9,75,9743,"Inside","2Story",5,6,1969,1969,"TA","TA","CBlock","TA","Fa","BLQ",280,440,720,"GasA","Gd","Y",720,588,1308,0,0,1,1,3,"TA",7,0,"Detchd",2,484,"TA","TA",0,0,0,0
138,190,137,16492,"Corner","1Story",6,6,1966,2002,"Gd","TA","CBlock","TA","TA","ALQ",247,557,1517,"GasA","Ex","Y",1888,0,1888,0,0,2,1,2,"Gd",6,1,"Attchd",2,578,"TA","TA",0,0,0,0
2487,125,70,9100,"Inside","1Story",5,5,1963,1963,"TA","TA","CBlock","TA","TA","Rec",1332,396,1728,"GasA","TA","Y",1728,0,1728,1,0,2,0,6,"TA",10,0,"Detchd",2,504,"TA","TA",0,0,0,0
613,174.5,85,11475,"Corner","SLvl",6,6,1961,1961,"TA","TA","CBlock","TA","TA","ALQ",568,640,1208,"GasA","Ex","Y",1576,0,1576,1,0,1,0,4,"Gd",7,1,"BuiltIn",2,368,"TA","TA",85,0,0,0
2701,131,100,21370,"FR2","1Story",5,5,1950,1950,"TA","TA","Slab","None","None","None",0,0,0,"GasA","TA","Y",1640,0,1640,0,0,1,0,3,"TA",7,1,"Attchd",2,394,"TA","TA",0,0,225,0
456,230,34,5001,"Inside","1Story",7,5,2007,2008,"Gd","TA","PConc","Gd","TA","GLQ",904,410,1314,"GasA","Ex","Y",1314,0,1314,1,0,2,0,2,"Gd",6,1,"Attchd",2,626,"TA","TA",172,62,0,0
2360,138.8,0,15870,"Corner","1Story",5,5,1969,1969,"TA","TA","CBlock","TA","TA","BLQ",75,230,1096,"GasA","Ex","Y",1096,0,1096,1,0,1,0,3,"TA",6,0,"Attchd",1,299,"TA","TA",240,32,0,0
705,93,60,6000,"Inside","1Story",4,4,1953,1953,"Fa","TA","CBlock","Fa","TA","Unf",0,936,936,"GasA","TA","N",936,0,936,0,0,1,0,2,"TA",4,0,"Detchd",2,576,"TA","TA",0,32,112,0
2071,89.5,0,9000,"Inside","1Story",4,7,1945,1950,"Fa","TA","Slab","None","None","None",0,0,0,"GasA","TA","N",998,0,998,0,0,1,0,3,"TA",5,0,"2Types",2,460,"Fa","TA",0,0,140,0
814,148.325,64,7040,"Inside","SFoyer",5,5,1979,1979,"TA","TA","CBlock","Gd","TA","GLQ",1094,0,1094,"GasA","TA","Y",1229,0,1229,2,0,0,2,2,"Gd",6,2,"Detchd",2,672,"TA","TA",120,0,0,0
2291,75.19,21,1890,"Inside","2Story",4,3,1976,1976,"TA","TA","CBlock","TA","TA","Unf",0,546,546,"GasA","Ex","Y",546,546,1092,0,0,1,1,3,"TA",6,0,"Attchd",1,286,"TA","TA",0,0,0,0
1017,215,46,20544,"CulDSac","2Story",7,6,1986,1991,"TA","Gd","CBlock","Gd","TA","Unf",0,791,791,"GasA","Gd","Y",1236,857,2093,0,0,2,1,3,"TA",7,1,"Attchd",2,542,"TA","TA",364,63,0,0
1105,290,0,11929,"CulDSac","2Story",8,7,1995,1995,"Gd","TA","PConc","Gd","TA","Unf",0,1242,1242,"GasA","Ex","Y",1251,1250,2501,0,0,2,1,4,"Gd",9,1,"Attchd",3,751,"TA","TA",192,87,0,0
853,124,60,8430,"Inside","1Story",5,5,1978,1978,"TA","TA","CBlock","Gd","TA","Rec",616,424,1040,"GasA","TA","Y",1040,0,1040,0,0,2,0,3,"TA",5,0,"None",0,0,"None","None",0,0,0,0
575,318.75,0,14694,"Inside","1Story",8,9,1977,2008,"Ex","Ex","CBlock","Gd","Gd","GLQ",1252,306,1694,"GasA","Ex","Y",1694,0,1694,1,0,2,0,2,"Ex",5,1,"Attchd",2,642,"TA","TA",501,120,0,0
337,159,70,7700,"Inside","2Story",5,2,1985,1986,"TA","Po","PConc","TA","TA","Unf",0,1216,1216,"GasA","Gd","Y",1216,1216,2432,0,0,4,2,4,"TA",10,0,"Attchd",2,616,"TA","Fa",200,0,0,0
2754,193.879,64,6762,"Inside","1Story",7,5,2006,2006,"Gd","TA","PConc","Gd","Gd","Unf",0,1286,1286,"GasA","Ex","Y",1294,0,1294,0,0,2,0,2,"Gd",6,1,"Attchd",2,662,"TA","TA",168,55,0,0
1977,89.5,56,4480,"Corner","1Story",5,5,1922,1950,"TA","TA","PConc","Fa","Fa","LwQ",782,240,1022,"GasA","TA","N",1022,0,1022,1,0,1,0,2,"Fa",4,1,"Detchd",1,184,"TA","Fa",0,122,20,0
2546,160,80,8800,"Inside","1Story",6,6,1964,1964,"TA","TA","CBlock","TA","TA","BLQ",553,698,1251,"GasA","TA","Y",1251,0,1251,1,0,1,0,3,"TA",6,2,"Attchd",1,461,"TA","TA",0,116,0,0
635,139,80,9600,"Inside","1Story",6,6,1958,1988,"TA","TA","CBlock","TA","TA","Rec",620,0,1240,"GasA","Gd","Y",1632,0,1632,1,0,2,0,3,"TA",6,1,"Attchd",1,338,"TA","TA",289,0,0,0
1046,111.75,21,1680,"Inside","2Story",5,5,1972,1972,"TA","TA","CBlock","TA","TA","Rec",350,280,630,"GasA","TA","Y",630,672,1302,0,0,2,1,3,"TA",6,0,"Detchd",1,264,"TA","TA",0,0,0,0
2480,248.5,70,9370,"Inside","2Story",6,5,1992,1993,"Gd","TA","PConc","Gd","TA","ALQ",758,78,836,"GasA","Ex","Y",844,887,1731,1,0,2,1,3,"Gd",7,0,"Attchd",2,462,"TA","TA",307,85,0,224
17,164,152,12134,"Inside","1.5Fin",8,7,1988,2005,"Gd","TA","Wood","Gd","TA","GLQ",427,132,559,"GasA","Gd","Y",1080,672,1752,0,0,2,0,4,"TA",8,0,"Basment",2,492,"TA","TA",325,12,0,0
1408,260,85,19550,"Inside","1Story",5,7,1940,2007,"TA","TA","PConc","TA","TA","ALQ",1035,545,1580,"GasA","Ex","Y",1518,0,1518,1,0,1,0,2,"Fa",5,2,"None",0,0,"None","None",0,39,0,0
306,102.776,66,8712,"Inside","1.5Fin",4,7,1900,1950,"TA","TA","Stone","TA","TA","Unf",0,859,859,"GasA","Gd","Y",859,319,1178,0,0,1,0,2,"TA",7,0,"Detchd",1,384,"TA","TA",68,0,98,0
2542,136.5,0,10659,"Inside","1Story",5,6,1961,1961,"TA","TA","CBlock","TA","TA","Rec",915,135,1050,"GasA","TA","Y",1050,0,1050,1,0,1,0,3,"TA",6,0,"Attchd",1,368,"TA","TA",0,319,0,0
1028,292.5,0,12511,"Corner","2Story",7,7,1978,1978,"Gd","TA","PConc","Gd","TA","ALQ",988,432,1420,"GasA","Ex","Y",1420,1420,2840,0,1,2,1,4,"Gd",8,2,"Attchd",4,1314,"TA","Gd",0,16,0,208
1752,165.5,0,11950,"Corner","SLvl",7,5,2003,2003,"Gd","TA","PConc","Gd","TA","Unf",0,384,384,"GasA","Ex","Y",754,640,1394,0,0,2,1,3,"Gd",7,1,"BuiltIn",2,400,"TA","TA",100,0,0,0
1769,269.79,92,9920,"CulDSac","2Story",7,5,1996,1997,"Gd","TA","PConc","Gd","TA","GLQ",862,255,1117,"GasA","Ex","Y",1127,886,2013,1,0,2,1,3,"TA",8,1,"Attchd",2,455,"TA","TA",180,130,0,0
145,142,0,12160,"Inside","1Story",5,5,1959,1959,"TA","TA","CBlock","TA","TA","Rec",1000,188,1188,"GasA","Fa","Y",1188,0,1188,1,0,1,0,3,"TA",6,0,"Attchd",2,531,"TA","TA",0,0,0,0
2459,232,73,8688,"Inside","1Story",7,5,2005,2005,"Gd","TA","PConc","Gd","TA","Unf",0,1616,1616,"GasA","Ex","Y",1616,0,1616,0,0,2,0,3,"Gd",7,0,"Attchd",3,834,"TA","TA",208,59,0,0
1129,256,85,10625,"Inside","1Story",8,5,2007,2007,"Gd","TA","PConc","Gd","TA","Unf",0,1660,1660,"GasA","Ex","Y",1660,0,1660,0,0,2,0,3,"Gd",7,1,"Attchd",3,660,"TA","TA",133,120,0,0
476,200,0,8068,"Inside","2Story",6,5,2002,2002,"Gd","TA","PConc","Gd","TA","Unf",0,1010,1010,"GasA","Ex","Y",1010,1257,2267,0,0,2,1,4,"Gd",8,1,"BuiltIn",2,390,"TA","TA",120,46,0,0
2805,233.23,120,15611,"Inside","2Story",8,5,2006,2006,"Gd","TA","PConc","Gd","TA","Unf",0,1079,1079,"GasA","Ex","Y",1079,840,1919,0,0,2,1,3,"Gd",8,1,"Attchd",2,685,"Gd","TA",0,51,0,0
1120,247,87,10037,"Corner","1Story",8,5,2006,2007,"Gd","TA","PConc","Ex","TA","GLQ",666,794,1460,"GasA","Ex","Y",1460,0,1460,0,0,2,0,3,"Gd",6,1,"Attchd",2,480,"TA","TA",0,20,0,0
1043,106,21,1869,"Inside","2Story",6,6,1970,1970,"TA","TA","CBlock","TA","TA","Rec",321,162,483,"GasA","TA","Y",483,504,987,0,0,1,1,2,"TA",5,0,"Detchd",1,280,"TA","TA",0,0,0,0
326,166.5,0,11875,"Inside","1Story",5,5,1999,1999,"TA","TA","PConc","Gd","TA","Unf",0,1344,1344,"GasA","Ex","Y",1344,0,1344,0,0,2,0,3,"TA",7,1,"Attchd",2,686,"TA","TA",328,0,0,0
